Time,V1,V2,V3
38.38,0.387,1.1188,17.7753
38.4,0.5261,1.1938,16.8624
38.42,0.6571,1.306,16.0011
38.44,0.7883,1.4579,15.1895
38.46,0.9273,1.6532,14.4266
38.48,1.0809,1.8974,13.712
38.5,1.2562,2.1979,13.0464
38.52,1.4601,2.5644,12.4317
38.54,1.7007,3.0091,11.8717
38.56,1.9866,3.5466,11.3727
38.58,2.3283,4.1949,10.9445
38.6,2.7375,4.9747,10.602
38.62,3.2281,5.9092,10.3671
38.64,3.8155,7.0235,10.2717
38.66,4.5172,8.3414,10.3611
38.68,5.3512,9.8814,10.6981
38.7,6.3345,11.6474,11.3672
38.72,7.4792,13.6153,12.4767
38.74,8.7867,15.7118,14.1543
38.76,10.2384,17.7883,16.5296
38.78,11.7828,19.597,19.6944
38.8,13.3232,20.788,23.6342
38.82,14.7107,20.9598,28.1442
38.84,15.7554,19.7861,32.7756
38.86,16.2634,17.193,36.887
38.88,16.0971,13.4813,39.8401
38.9,15.2305,9.2686,41.2565
38.92,13.7658,5.2492,41.1613
38.94,11.8983,1.932,39.9104
38.96,9.8522,-0.4779,37.9811
38.98,7.8226,-2.0292,35.7859
39,5.9463,-2.9036,33.5936
39.02,4.2984,-3.3109,31.5385
39.04,2.9045,-3.4327,29.6648
39.06,1.7569,-3.4045,27.9702
39.08,0.829,-3.3189,26.4341
39.1,0.0853,-3.235,25.0331
39.12,-0.5114,-3.1883,23.747
39.14,-0.9967,-3.1994,22.5612
39.16,-1.4024,-3.28,21.4655
39.18,-1.7563,-3.4366,20.4542
39.2,-2.0818,-3.6741,19.5249
39.22,-2.3994,-3.997,18.6782
39.24,-2.7263,-4.4109,17.9179
39.26,-3.0781,-4.9226,17.2509
39.28,-3.4686,-5.5404,16.6883
39.3,-3.911,-6.2736,16.2457
39.32,-4.4177,-7.1312,15.9453
39.34,-5.0001,-8.1202,15.8162
39.36,-5.6688,-9.2425,15.8965
39.38,-6.4317,-10.4901,16.2337
39.4,-7.2924,-11.8383,16.8834
39.42,-8.2472,-13.2376,17.906
39.44,-9.2811,-14.6042,19.3565
39.46,-10.3628,-15.8137,21.2683
39.48,-11.4403,-16.7021,23.6278
39.5,-12.439,-17.0844,26.3464
39.52,-13.265,-16.7947,29.2402
39.54,-13.818,-15.7438,32.0363
39.56,-14.0111,-13.9732,34.4209
39.58,-13.7946,-11.6716,36.1206
39.6,-13.1732,-9.1331,36.9836
39.62,-12.2069,-6.6703,37.0156
39.64,-10.9965,-4.5282,36.3538
39.66,-9.6585,-2.8388,35.2007
39.68,-8.3017,-1.6253,33.7576
39.7,-7.0118,-0.8367,32.1839
39.72,-5.846,-0.3876,30.5864
39.74,-4.8347,-0.1876,29.0261
39.76,-3.9875,-0.1582,27.5325
39.78,-3.2996,-0.2386,26.116
39.8,-2.7578,-0.3857,24.7776
39.82,-2.3448,-0.5715,23.5142
39.84,-2.0426,-0.7798,22.3216
39.86,-1.8344,-1.0029,21.1958
39.88,-1.7056,-1.2392,20.1334
39.9,-1.6444,-1.4914,19.1321
39.92,-1.6419,-1.7651,18.1904
39.94,-1.6921,-2.068,17.3077
39.96,-1.7915,-2.4095,16.4846
39.98,-1.9394,-2.8007,15.7229
40,-2.1369,-3.2543,15.0263
40.02,-2.3879,-3.7846,14.4007
40.04,-2.6979,-4.4075,13.8554
40.06,-3.0746,-5.1408,13.4038
40.08,-3.5279,-6.0034,13.0656
40.1,-4.0689,-7.0144,12.8681
40.12,-4.7104,-8.1907,12.8493
40.14,-5.4653,-9.5436,13.0602
40.16,-6.3451,-11.0716,13.5674
40.18,-7.3572,-12.7507,14.4528
40.2,-8.4999,-14.5202,15.8103
40.22,-9.7562,-16.2655,17.7313
40.24,-11.0851,-17.8038,20.2786
40.26,-12.4132,-18.8835,23.4414
40.28,-13.6306,-19.2153,27.0825
40.3,-14.5969,-18.5486,30.9009
40.32,-15.164,-16.7818,34.4521
40.34,-15.214,-14.0545,37.254
40.36,-14.699,-10.7459,38.9487
40.38,-13.6625,-7.3559,39.4294
40.4,-12.2277,-4.3287,38.8493
40.42,-10.5607,-1.9294,37.5176
40.44,-8.8262,-0.2243,35.7649
40.46,-7.1569,0.8614,33.853
40.48,-5.6406,1.4673,31.9472
40.5,-4.3226,1.7395,30.1314
40.52,-3.2155,1.8025,28.4364
40.54,-2.3096,1.7495,26.8643
40.56,-1.5832,1.6449,25.4051
40.58,-1.0089,1.5301,24.0459
40.6,-0.5584,1.4303,22.7748
40.62,-0.205,1.3595,21.5818
40.64,0.0747,1.3248,20.4594
40.66,0.3012,1.3297,19.4017
40.68,0.4913,1.3756,18.4046
40.7,0.6592,1.4637,17.4647
40.72,0.8167,1.5956,16.5797
40.74,0.9739,1.7741,15.748
40.76,1.1396,2.0036,14.9689
40.78,1.3222,2.2904,14.2429
40.8,1.5296,2.6428,13.5716
40.82,1.7703,3.0715,12.9585
40.84,2.0533,3.5899,12.4093
40.86,2.3885,4.2142,11.9334
40.88,2.7876,4.9631,11.5446
40.9,3.2634,5.8579,11.2635
40.92,3.8305,6.921,11.1195
40.94,4.5051,8.1742,11.1541
40.96,5.3037,9.6337,11.4248
40.98,6.2418,11.3032,12.0083
41,7.3308,13.1614,13.002
41.02,8.5723,15.1439,14.521
41.04,9.9501,17.1208,16.6829
41.06,11.4197,18.8751,19.5745
41.08,12.8964,20.0983,23.1945
41.1,14.249,20.4285,27.3802
41.12,15.307,19.5527,31.7552
41.14,15.8904,17.3585,35.7578
41.16,15.8607,14.0553,38.7926
41.18,15.1725,10.1568,40.4544
41.2,13.8966,6.296,40.6833
41.22,12.1979,2.9872,39.7415
41.24,10.2813,0.4873,38.0476
41.26,8.337,-1.1932,36
41.28,6.507,-2.1929,33.8816
41.3,4.8765,-2.6996,31.8494
41.32,3.4818,-2.8885,29.968
41.34,2.3244,-2.8969,28.2488
41.36,1.3843,-2.822,26.6794
41.38,0.6307,-2.7276,25.2401
41.4,0.0294,-2.6533,23.9126
41.42,-0.4532,-2.6224,22.6821
41.44,-0.8479,-2.6479,21.5378
41.46,-1.1815,-2.7374,20.4727
41.48,-1.4773,-2.8956,19.4825
41.5,-1.7549,-3.1263,18.5655
41.52,-2.0311,-3.4345,17.7222
41.54,-2.3209,-3.8264,16.9555
41.56,-2.6376,-4.3098,16.2712
41.58,-2.9939,-4.8951,15.6784
41.6,-3.4022,-5.5938,15.1905
41.62,-3.8747,-6.4189,14.8268
41.64,-4.424,-7.3826,14.6141
41.66,-5.0622,-8.4947,14.5881
41.68,-5.8004,-9.7578,14.7956
41.7,-6.6473,-11.1616,15.2953
41.72,-7.606,-12.674,16.1563
41.74,-8.6704,-14.2294,17.4522
41.76,-9.8195,-15.7175,19.2478
41.78,-11.0114,-16.9753,21.5745
41.8,-12.1775,-17.7933,24.3961
41.82,-13.2214,-17.9468,27.572
41.84,-14.0271,-17.2581,30.8388
41.86,-14.4775,-15.6746,33.8363
41.88,-14.4843,-13.3271,36.1919
41.9,-14.0156,-10.5184,37.6347
41.92,-13.1098,-7.6352,38.0811
41.94,-11.8668,-5.0247,37.6392
41.96,-10.4197,-2.9062,36.5383
41.98,-8.9037,-1.3515,35.0347
42,-7.4309,-0.32,33.3432
42.02,-6.0795,0.2872,31.6106
42.04,-4.8938,0.5835,29.9207
42.06,-3.8903,0.6704,28.3123
42.08,-3.0661,0.628,26.7975
42.1,-2.4065,0.5134,25.3752
42.12,-1.8908,0.3647,24.0389
42.14,-1.4969,0.2049,22.781
42.16,-1.2033,0.0468,21.5945
42.18,-0.9909,-0.1043,20.4735
42.2,-0.8438,-0.2477,19.4133
42.22,-0.7487,-0.3853,18.41
42.24,-0.6955,-0.5209,17.4602
42.26,-0.6767,-0.6594,16.5612
42.28,-0.6872,-0.8061,15.7108
42.3,-0.7235,-0.967,14.907
42.32,-0.7843,-1.1486,14.1483
42.34,-0.8695,-1.3581,13.4336
42.36,-0.9804,-1.6038,12.7625
42.38,-1.1199,-1.8949,12.1354
42.4,-1.292,-2.2426,11.5537
42.42,-1.5023,-2.6599,11.0202
42.44,-1.7577,-3.1622,10.5402
42.46,-2.0673,-3.7676,10.1216
42.48,-2.4418,-4.4975,9.7771
42.5,-2.8943,-5.3762,9.5255
42.52,-3.4401,-6.4305,9.3945
42.54,-4.0967,-7.6882,9.4242
42.56,-4.8833,-9.1742,9.6714
42.58,-5.8194,-10.9039,10.2149
42.6,-6.9218,-12.8705,11.1594
42.62,-8.1999,-15.0265,12.6354
42.64,-9.6463,-17.2557,14.7894
42.66,-11.2254,-19.3424,17.7521
42.68,-12.8579,-20.9523,21.5774
42.7,-14.4081,-21.6554,26.1497
42.72,-15.6859,-21.03,31.0963
42.74,-16.474,-18.8507,35.7817
42.76,-16.5878,-15.2763,39.4635
42.78,-15.9449,-10.8797,41.5824
42.8,-14.6057,-6.4387,42.0021
42.82,-12.7543,-2.6148,41.017
42.84,-10.6324,0.254,39.1434
42.86,-8.4677,2.1507,36.8782
42.88,-6.4296,3.2506,34.5671
42.9,-4.6179,3.7874,32.3926
42.92,-3.0729,3.9735,30.4207
42.94,-1.794,3.971,28.6541
42.96,-0.7559,3.8913,27.0699
42.98,0.0782,3.8056,25.6399
43,0.7485,3.7572,24.3397
43.02,1.2941,3.7709,23.1512
43.04,1.7503,3.8607,22.0624
43.06,2.1478,4.0342,21.0667
43.08,2.5129,4.2964,20.1618
43.1,2.868,4.6516,19.3491
43.12,3.2322,5.1044,18.6338
43.14,3.6221,5.6603,18.0251
43.16,4.0521,6.3252,17.5366
43.18,4.5354,7.105,17.1871
43.2,5.0835,8.0034,17.0018
43.22,5.7063,9.02,17.013
43.24,6.4109,10.1456,17.2603
43.26,7.2003,11.3577,17.7897
43.28,8.0713,12.6136,18.6501
43.3,9.011,13.8434,19.8856
43.32,9.993,14.9451,21.5229
43.34,10.9745,15.786,23.5523
43.36,11.8942,16.2152,25.9063
43.38,12.6752,16.0926,28.4434
43.4,13.2333,15.3312,30.95
43.42,13.4921,13.94,33.1703
43.44,13.4019,12.0437,34.8646
43.46,12.9537,9.8627,35.8732
43.48,12.1851,7.6545,36.1561
43.5,11.1713,5.6453,35.7881
43.52,10.008,3.9821,34.9175
43.54,8.7915,2.7221,33.7126
43.56,7.6042,1.8504,32.3225
43.58,6.5062,1.3103,30.8577
43.6,5.5347,1.0299,29.3901
43.62,4.7073,0.9399,27.9603
43.64,4.0268,0.983,26.5889
43.66,3.4864,1.1159,25.2839
43.68,3.074,1.3093,24.0476
43.7,2.7757,1.5452,22.8795
43.72,2.5774,1.8143,21.7783
43.74,2.4667,2.1141,20.7433
43.76,2.4334,2.4471,19.7745
43.78,2.4701,2.8194,18.8729
43.8,2.572,3.2395,18.0411
43.82,2.7368,3.7183,17.2836
43.84,2.9651,4.2683,16.6073
43.86,3.2594,4.9035,16.0224
43.88,3.6247,5.6388,15.5432
43.9,4.0675,6.4889,15.1897
43.92,4.5961,7.4676,14.9891
43.94,5.2191,8.5845,14.9774
43.96,5.9448,9.8417,15.201
43.98,6.7792,11.2273,15.7171
44,7.7231,12.7072,16.5921
44.02,8.768,14.2141,17.8951
44.04,9.8908,15.6375,19.6838
44.06,11.0482,16.8175,21.9809
44.08,12.1712,17.5534,24.7415
44.1,13.1659,17.6356,27.82
44.12,13.9207,16.9057,30.9572
44.14,14.3263,15.328,33.8093
44.16,14.3023,13.0386,36.0289
44.18,13.8232,10.33,37.3701
44.2,12.9292,7.5659,37.7633
44.22,11.7172,5.0688,37.3145
44.24,10.3142,3.0413,36.2402
44.26,8.8481,1.5491,34.7801
44.28,7.425,0.5549,33.1357
44.3,6.1192,-0.0335,31.4461
44.32,4.9732,-0.3219,29.7919
44.34,4.003,-0.406,28.2119
44.36,3.2065,-0.3612,26.7193
44.38,2.5701,-0.2421,25.3144
44.4,2.0747,-0.0848,23.9921
44.42,1.6994,0.0885,22.746
44.44,1.424,0.2662,21.57
44.46,1.2307,0.4435,20.4588
44.48,1.1046,0.6203,19.4083
44.5,1.0335,0.7996,18.415
44.52,1.0085,0.9865,17.4763
44.54,1.023,1.187,16.5901
44.56,1.0731,1.4084,15.7549
44.58,1.1568,1.6591,14.9698
44.6,1.2743,1.9483,14.235
44.62,1.4274,2.2866,13.5513
44.64,1.6195,2.6862,12.9211
44.66,1.8561,3.161,12.3489
44.68,2.1442,3.7275,11.8415
44.7,2.4928,4.4045,11.4099
44.72,2.9129,5.213,11.0701
44.74,3.4175,6.1765,10.8458
44.76,4.0217,7.3189,10.7709
44.78,4.742,8.6619,10.8928
44.8,5.5952,10.2201,11.277
44.82,6.5963,11.991,12.0098
44.84,7.7546,13.9412,13.1992
44.86,9.067,15.9846,14.9684
44.88,10.5086,17.9586,17.4346
44.9,12.0206,19.6044,20.6658
44.92,13.4992,20.5739,24.6122
44.94,14.7924,20.4923,29.0302
44.96,15.7151,19.0889,33.4489
44.98,16.0895,16.3606,37.2458
45,15.8023,12.6572,39.8478
45.02,14.8518,8.5922,40.9612
45.04,13.3541,4.8043,40.6698
45.06,11.5037,1.7305,39.3382
45.08,9.5125,-0.4752,37.4139
45.1,7.5595,-1.881,35.2688
45.12,5.767,-2.6647,33.1394
45.14,4.2,-3.0222,31.1419
45.16,2.8788,-3.1203,29.3134
45.18,1.7936,-3.0828,27.6509
45.2,0.9176,-2.9943,26.1357
45.22,0.2169,-2.9084,24.7465
45.24,-0.3442,-2.8578,23.4655
45.26,-0.7992,-2.8611,22.2791
45.28,-1.1783,-2.9288,21.1781
45.3,-1.5075,-3.0671,20.1568
45.32,-1.809,-3.2805,19.2126
45.34,-2.1019,-3.5734,18.3453
45.36,-2.4027,-3.9514,17.5575
45.38,-2.726,-4.4216,16.8545
45.4,-3.0853,-4.9931,16.2454
45.42,-3.4934,-5.6763,15.7432
45.44,-3.9626,-6.4826,15.3666
45.46,-4.5054,-7.4228,15.1415
45.48,-5.1334,-8.5048,15.1023
45.5,-5.8571,-9.7296,15.2936
45.52,-6.6843,-11.0858,15.7706
45.54,-7.6173,-12.5407,16.598
45.56,-8.6494,-14.0307,17.8434
45.58,-9.7599,-15.4505,19.5649
45.6,-10.9083,-16.6467,21.7887
45.62,-12.0293,-17.425,24.4778
45.64,-13.0326,-17.5782,27.4993
45.66,-13.8097,-16.9426,30.6087
45.68,-14.2518,-15.4684,33.4738
45.7,-14.2758,-13.2712,35.7491
45.72,-13.85,-10.6243,37.1779
45.74,-13.0072,-7.8823,37.6709
45.76,-11.8375,-5.3712,37.3146
45.78,-10.4642,-3.3055,36.3127
45.8,-9.0144,-1.7655,34.9014
45.82,-7.5959,-0.7245,33.2853
45.84,-6.2861,-0.0968,31.6088
45.86,-5.1305,0.2212,29.9584
45.88,-4.148,0.3254,28.3767
45.9,-3.3386,0.2928,26.8798
45.92,-2.6901,0.1795,25.4696
45.94,-2.1841,0.0232,24.1418
45.96,-1.8003,-0.1527,22.8904
45.98,-1.5187,-0.3358,21.7093
46,-1.3216,-0.5207,20.5936
46.02,-1.1938,-0.707,19.539
46.04,-1.1234,-0.8978,18.5422
46.06,-1.101,-1.098,17.6007
46.08,-1.1204,-1.3143,16.7126
46.1,-1.1776,-1.5541,15.8767
46.12,-1.2708,-1.8262,15.0923
46.14,-1.4002,-2.1407,14.36
46.16,-1.568,-2.5086,13.6812
46.18,-1.7781,-2.943,13.0594
46.2,-2.0362,-3.4588,12.4998
46.22,-2.35,-4.0732,12.0113
46.24,-2.729,-4.8057,11.6067
46.26,-3.1849,-5.678,11.3055
46.28,-3.7311,-6.7131,11.1351
46.3,-4.383,-7.9336,11.1349
46.32,-5.1568,-9.3573,11.3593
46.34,-6.0681,-10.9912,11.8812
46.36,-7.1291,-12.8196,12.7946
46.38,-8.3435,-14.7875,14.212
46.4,-9.6989,-16.7782,16.2523
46.42,-11.1567,-18.5914,19.0112
46.44,-12.6398,-19.9338,22.5079
46.46,-14.0254,-20.4475,26.6136
46.48,-15.1484,-19.801,30.9906
46.5,-15.8274,-17.8352,35.1029
46.52,-15.9125,-14.6988,38.3456
46.54,-15.339,-10.861,40.2647
46.56,-14.1575,-6.9513,40.7355
46.58,-12.5195,-3.5192,39.9726
46.6,-10.6271,-0.8701,38.381
46.62,-8.6763,0.9478,36.3722
46.64,-6.8187,2.0545,34.252
46.66,-5.1494,2.6349,32.1981
46.68,-3.7124,2.8689,30.2884
46.7,-2.5143,2.9011,28.5411
46.72,-1.5379,2.8355,26.9465
46.74,-0.7539,2.741,25.4857
46.76,-0.1283,2.661,24.1395
46.78,0.3728,2.6211,22.8927
46.8,0.7808,2.6359,21.7336
46.82,1.1234,2.7134,20.6547
46.84,1.4242,2.8588,19.6513
46.86,1.7034,3.076,18.7211
46.88,1.9786,3.3697,17.8643
46.9,2.2646,3.7456,17.0835
46.92,2.5753,4.2116,16.3836
46.94,2.9233,4.7774,15.7732
46.96,3.321,5.4544,15.2648
46.98,3.7808,6.2553,14.8766
47,4.315,7.1928,14.6337
47.02,4.936,8.2774,14.5702
47.04,5.6551,9.5133,14.7307
47.06,6.4817,10.8933,15.1717
47.08,7.4201,12.3901,15.9607
47.1,8.4664,13.9452,17.1713
47.12,9.6029,15.4574,18.8716
47.14,10.7917,16.7732,21.1015
47.16,11.9696,17.6902,23.8403
47.18,13.045,17.9827,26.9689
47.2,13.9043,17.4578,30.246
47.22,14.4285,16.0346,33.3243
47.24,14.5216,13.8079,35.8248
47.26,14.1395,11.0541,37.4492
47.28,13.3078,8.1539,38.0764
47.3,12.1167,5.4705,37.7827
47.32,10.6959,3.2507,36.7826
47.34,9.1824,1.5919,35.3343
47.36,7.6939,0.4702,33.6635
47.38,6.3152,-0.2067,31.9297
47.4,5.0965,-0.5519,30.2274
47.42,4.0588,-0.6706,28.6021
47.44,3.2021,-0.647,27.0696
47.46,2.5133,-0.5424,25.6304
47.48,1.9726,-0.3979,24.2787
47.5,1.5576,-0.2392,23.0068
47.52,1.2469,-0.0805,21.8075
47.54,1.0206,0.0717,20.6748
47.56,0.8622,0.2158,19.6036
47.58,0.758,0.3535,18.5899
47.6,0.6973,0.4884,17.6304
47.62,0.6722,0.6249,16.7221
47.64,0.6769,0.7685,15.8628
47.66,0.7079,0.9248,15.0503
47.68,0.7633,1.1004,14.2831
47.7,0.8429,1.3021,13.5601
47.72,0.9476,1.5379,12.8805
47.74,1.08,1.817,12.2446
47.76,1.2439,2.1497,11.6535
47.78,1.4444,2.5488,11.1097
47.8,1.6882,3.029,10.6176
47.82,1.9838,3.6078,10.1847
47.84,2.3416,4.3057,9.8221
47.86,2.774,5.1465,9.5471
47.88,3.2959,6.1566,9.3849
47.9,3.9243,7.3637,9.3723
47.92,4.6782,8.794,9.5617
47.94,5.5771,10.4663,10.0263
47.96,6.6392,12.3806,10.8644
47.98,7.876,14.5016,12.2012
48,9.2854,16.7322,14.1814
48.02,10.8399,18.8831,16.9445
48.04,12.4719,20.6479,20.5707
48.06,14.0598,21.6126,24.9947
48.08,15.4248,21.3374,29.9099
48.1,16.3511,19.5291,34.7348
48.12,16.6392,16.2434,38.7271
48.14,16.1764,11.966,41.2541
48.16,14.9884,7.4572,42.0668
48.18,13.235,3.4347,41.371
48.2,11.1517,0.3218,39.656
48.22,8.9758,-1.7976,37.4421
48.24,6.8929,-3.067,35.1166
48.26,5.019,-3.7167,32.8981
48.28,3.4074,-3.969,30.8749
48.3,2.0652,-3.9991,29.0606
48.32,0.9716,-3.9297,27.4357
48.34,0.0916,-3.8406,25.972
48.36,-0.6149,-3.7809,24.6436
48.38,-1.1876,-3.7789,23.4309
48.4,-1.6628,-3.8506,22.3204
48.42,-2.0725,-4.0048,21.3043
48.44,-2.4441,-4.247,20.3795
48.46,-2.8008,-4.5814,19.5466
48.48,-3.1624,-5.0124,18.8099
48.5,-3.5461,-5.5453,18.1777
48.52,-3.9668,-6.1858,17.6625
48.54,-4.4379,-6.9399,17.282
48.56,-4.9713,-7.8118,17.06
48.58,-5.5772,-8.8021,17.0271
48.6,-6.2634,-9.9037,17.2213
48.62,-7.0339,-11.0973,17.6872
48.64,-7.8869,-12.3448,18.4732
48.66,-8.8117,-13.5828,19.625
48.68,-9.7851,-14.7164,21.1738
48.7,-10.7681,-15.6191,23.1189
48.72,-11.7034,-16.143,25.4064
48.74,-12.5171,-16.1436,27.9114
48.76,-13.1259,-15.5199,30.4346
48.78,-13.4509,-14.2583,32.7264
48.8,-13.4356,-12.4594,34.5399
48.82,-13.062,-10.3259,35.6953
48.84,-12.3579,-8.1119,36.1265
48.86,-11.3917,-6.0537,35.8864
48.88,-10.2557,-4.3162,35.1111
48.9,-9.0472,-2.9745,33.9677
48.92,-7.852,-2.0269,32.6107
48.94,-6.7349,-1.4237,31.1587
48.96,-5.7378,-1.0947,29.6909
48.98,-4.8818,-0.9696,28.2539
49,-4.1726,-0.9886,26.8717
49.02,-3.6052,-1.1055,25.5545
49.04,-3.1684,-1.2884,24.3056
49.06,-2.8485,-1.5172,23.1249
49.08,-2.6314,-1.7809,22.0115
49.1,-2.5044,-2.076,20.9643
49.12,-2.4569,-2.4039,19.9834
49.14,-2.481,-2.77,19.0695
49.16,-2.5712,-3.1825,18.2252
49.18,-2.725,-3.6518,17.4546
49.2,-2.9423,-4.1902,16.7641
49.22,-3.2253,-4.8114,16.1634
49.24,-3.5785,-5.5299,15.6661
49.26,-4.0083,-6.3606,15.2912
49.28,-4.5223,-7.3173,15.0647
49.3,-5.1292,-8.4103,15.021
49.32,-5.8373,-9.6431,15.2047
49.34,-6.653,-11.0062,15.671
49.36,-7.578,-12.4694,16.4849
49.38,-8.6054,-13.9712,17.7149
49.4,-9.7146,-15.4085,19.4211
49.42,-10.8658,-16.6298,21.6326
49.44,-11.9944,-17.4407,24.3167
49.46,-13.0104,-17.6317,27.3451
49.48,-13.8048,-17.0337,30.4769
49.5,-14.2673,-15.5889,33.3798
49.52,-14.3119,-13.4057,35.7032
49.54,-13.9037,-10.7543,37.1818
49.56,-13.073,-7.9915,37.7171
49.58,-11.9085,-5.4498,37.3903
49.6,-10.5335,-3.3514,36.404
49.62,-9.0766,-1.7821,34.9971
49.64,-7.6476,-0.7182,33.3781
49.66,-6.3256,-0.0742,31.6952
49.68,-5.1577,0.2546,30.0371
49.7,-4.1636,0.3656,28.4478
49.72,-3.3436,0.3371,26.9441
49.74,-2.6859,0.2266,25.5279
49.76,-2.1719,0.0726,24.1948
49.78,-1.7811,-0.101,22.9387
49.8,-1.4934,-0.281,21.7533
49.82,-1.2906,-0.462,20.6335
49.84,-1.1573,-0.6433,19.575
49.86,-1.0813,-0.8276,18.5743
49.88,-1.0532,-1.0197,17.6287
49.9,-1.0662,-1.226,16.7363
49.92,-1.1161,-1.4537,15.8955
49.94,-1.2009,-1.7112,15.1055
49.96,-1.3205,-2.008,14.3666
49.98,-1.4768,-2.3548,13.6798
50,-1.6732,-2.7641,13.0477
50.02,-1.9152,-3.2501,12.475
50.04,-2.2099,-3.8294,11.969
50.06,-2.5664,-4.5207,11.5414
50.08,-2.9957,-5.3455,11.2088
50.1,-3.511,-6.3268,10.996
50.12,-4.1273,-7.4881,10.9383
50.14,-4.8609,-8.8501,11.0847
50.16,-5.7283,-10.4249,11.5024
50.18,-6.7436,-12.2069,12.2794
50.2,-7.9145,-14.1566,13.5246
50.22,-9.2355,-16.1805,15.3595
50.24,-10.678,-18.1064,17.8953
50.26,-12.1787,-19.6671,21.1869
50.28,-13.629,-20.513,25.1638
50.3,-14.8738,-20.2813,29.5582
50.32,-15.7294,-18.7316,33.8827
50.34,-16.0259,-15.9015,37.5204
50.36,-15.6634,-12.1725,39.9313
50.38,-14.6542,-8.1616,40.8682
50.4,-13.1238,-4.4817,40.4509
50.42,-11.2684,-1.5322,39.054
50.44,-9.2946,0.5623,37.1135
50.46,-7.3737,1.8841,34.9817
50.48,-5.6199,2.6119,32.878
50.5,-4.0926,2.9361,30.9077
50.52,-2.8083,3.0168,29.1031
50.54,-1.7554,2.9718,27.4595
50.56,-0.9067,2.8811,25.9585
50.58,-0.2285,2.7956,24.5797
50.6,0.3143,2.7457,23.3061
50.62,0.7545,2.749,22.1247
50.64,1.1212,2.8154,21.0268
50.66,1.4399,2.9507,20.0068
50.68,1.7322,3.1591,19.0622
50.7,2.0164,3.4452,18.1927
50.72,2.3087,3.8145,17.4007
50.74,2.6233,4.2742,16.6911
50.76,2.9733,4.8335,16.0722
50.78,3.3715,5.5033,15.5565
50.8,3.8302,6.2956,15.162
50.82,4.3617,7.2221,14.9134
50.84,4.9783,8.2924,14.844
50.86,5.6908,9.5098,14.9977
50.88,6.5082,10.8664,15.4292
50.9,7.4343,12.3342,16.2038
50.92,8.4648,13.8554,17.3922
50.94,9.5818,15.3306,19.0586
50.96,10.7481,16.611,21.2399
50.98,11.9018,17.5013,23.9136
51,12.9541,17.7851,26.9633
51.02,13.7953,17.2784,30.1559
51.04,14.3108,15.9035,33.1584
51.06,14.4081,13.7503,35.6066
51.08,14.044,11.0809,37.2124
51.1,13.242,8.2588,37.8544
51.12,12.0877,5.6342,37.5994
51.14,10.7054,3.449,36.6485
51.16,9.2277,1.8036,35.2484
51.18,7.7694,0.6809,33.6182
51.2,6.4145,-0.0043,31.9155
51.22,5.2135,-0.3598,30.2353
51.24,4.1886,-0.4872,28.6251
51.26,3.3411,-0.4688,27.1029
51.28,2.6592,-0.3652,25.6706
51.3,2.1244,-0.2172,24.3237
51.32,1.7154,-0.0504,23.0554
51.34,1.4114,0.1209,21.859
51.36,1.1934,0.2903,20.7288
51.38,1.0453,0.4566,19.6603
51.4,0.954,0.6218,18.6497
51.42,0.9095,0.7902,17.6939
51.44,0.9043,0.9671,16.7904
51.46,0.9334,1.1592,15.9373
51.48,0.994,1.3737,15.1333
51.5,1.0852,1.6187,14.3776
51.52,1.2079,1.9036,13.6701
51.54,1.3646,2.2388,13.0119
51.56,1.5593,2.6365,12.4054
51.58,1.7977,3.111,11.855
51.6,2.0874,3.679,11.3675
51.62,2.4378,4.3595,10.954
51.64,2.8602,5.1745,10.6307
51.66,3.3683,6.148,10.4216
51.68,3.9776,7.3053,10.361
51.7,4.7053,8.6693,10.4977
51.72,5.569,10.2559,10.8988
51.74,6.5847,12.064,11.6535
51.76,7.7626,14.0604,12.8743
51.78,9.1,16.1573,14.6903
51.8,10.5721,18.1867,17.2256
51.82,12.1185,19.8785,20.5533
51.84,13.6315,20.8678,24.6231
51.86,14.9524,20.7607,29.1792
51.88,15.8879,19.275,33.7249
51.9,16.2529,16.4149,37.605
51.92,15.9317,12.5599,40.2237
51.94,14.9271,8.3618,41.289
51.96,13.3651,4.4868,40.9099
51.98,11.451,1.3768,39.4828
52,9.405,-0.8267,37.4782
52.02,7.4097,-2.2101,35.2772
52.04,5.5873,-2.966,33.1151
52.06,4.0007,-3.2989,31.1027
52.08,2.6672,-3.3798,29.2714
52.1,1.5742,-3.3336,27.6137
52.12,0.6928,-3.2443,26.1081
52.14,-0.013,-3.1649,24.7319
52.16,-0.5801,-3.1273,23.4663
52.18,-1.0429,-3.1495,22.2977
52.2,-1.4323,-3.2417,21.217
52.22,-1.7748,-3.41,20.2191
52.24,-2.0933,-3.6591,19.3022
52.26,-2.4072,-3.9937,18.4674
52.28,-2.7332,-4.4194,17.7188
52.3,-3.0864,-4.9436,17.0637
52.32,-3.4805,-5.5749,16.5135
52.34,-3.9284,-6.323,16.0848
52.36,-4.4423,-7.1972,15.8001
52.38,-5.034,-8.2046,15.6899
52.4,-5.7137,-9.347,15.7933
52.42,-6.4893,-10.6153,16.1593
52.44,-7.3642,-11.9834,16.8454
52.46,-8.3339,-13.399,17.9128
52.48,-9.3823,-14.774,19.4173
52.5,-10.4762,-15.9784,21.3904
52.52,-11.5611,-16.8427,23.814
52.54,-12.5593,-17.1778,26.5909
