Time,V1,V2,V3
66.76,8.4844,-3.2858,37.6584
66.78,6.2304,-4.4481,35.1449
66.8,4.2372,-4.9828,32.8394
66.82,2.5469,-5.1425,30.8016
66.84,1.154,-5.113,29.0196
66.86,0.0267,-5.0171,27.4565
66.88,-0.879,-4.9308,26.0737
66.9,-1.6094,-4.8984,24.8399
66.92,-2.2085,-4.944,23.7337
66.94,-2.7157,-5.0803,22.742
66.96,-3.1647,-5.3133,21.8588
66.98,-3.5838,-5.6458,21.0838
67,-3.9966,-6.0793,20.4215
67.02,-4.4227,-6.6143,19.8811
67.04,-4.8781,-7.2507,19.4763
67.06,-5.3756,-7.9862,19.2253
67.08,-5.9251,-8.8152,19.1513
67.1,-6.5331,-9.7254,19.2815
67.12,-7.202,-10.6953,19.6465
67.14,-7.9283,-11.6898,20.2768
67.16,-8.7016,-12.6565,21.1978
67.18,-9.5019,-13.5241,22.4218
67.2,-10.2982,-14.2036,23.9372
67.22,-11.048,-14.5964,25.6966
67.24,-11.6988,-14.6101,27.6083
67.26,-12.1933,-14.1816,29.5369
67.28,-12.4778,-13.3006,31.3171
67.3,-12.5127,-12.0247,32.7831
67.32,-12.282,-10.4747,33.8043
67.34,-11.799,-8.8103,34.3132
67.36,-11.1039,-7.1931,34.3157
67.38,-10.2567,-5.7529,33.8774
67.4,-9.3252,-4.5692,33.0984
67.42,-8.3746,-3.6702,32.0857
67.44,-7.4594,-3.0451,30.9336
67.46,-6.6198,-2.6593,29.7153
67.48,-5.8815,-2.4697,28.4819
67.5,-5.2577,-2.4339,27.2668
67.52,-4.7519,-2.516,26.0905
67.54,-4.3616,-2.6886,24.9652
67.56,-4.0802,-2.933,23.8987
67.58,-3.9,-3.2381,22.8964
67.6,-3.813,-3.5989,21.9632
67.62,-3.8123,-4.0155,21.1045
67.64,-3.8928,-4.4915,20.3269
67.66,-4.051,-5.033,19.6389
67.68,-4.2854,-5.6477,19.0519
67.7,-4.5962,-6.3436,18.5804
67.72,-4.9851,-7.1278,18.2433
67.74,-5.4542,-8.0048,18.0646
67.76,-6.0059,-8.9738,18.0735
67.78,-6.6413,-10.0257,18.305
67.8,-7.3583,-11.1383,18.7977
67.82,-8.1498,-12.2719,19.5909
67.84,-9.0005,-13.3637,20.7175
67.86,-9.8842,-14.3256,22.1932
67.88,-10.7614,-15.0465,24.0017
67.9,-11.578,-15.4041,26.0791
67.92,-12.2685,-15.2882,28.3031
67.94,-12.7628,-14.6326,30.496
67.96,-12.9982,-13.4465,32.4496
67.98,-12.9333,-11.8287,33.9677
68,-12.5597,-9.953,34.9145
68.02,-11.906,-8.0261,35.2451
68.04,-11.0318,-6.2368,35.0059
68.06,-10.0156,-4.7176,34.3066
68.08,-8.939,-3.5313,33.2817
68.1,-7.8742,-2.6808,32.0577
68.12,-6.8771,-2.1297,30.7349
68.14,-5.9846,-1.824,29.3838
68.16,-5.2171,-1.7075,28.0484
68.18,-4.5813,-1.7309,26.7543
68.2,-4.075,-1.8556,25.5149
68.22,-3.6903,-2.0544,24.3367
68.24,-3.417,-2.3099,23.223
68.26,-3.244,-2.6131,22.1759
68.28,-3.1615,-2.9611,21.1974
68.3,-3.1615,-3.3563,20.2905
68.32,-3.2379,-3.8042,19.4592
68.34,-3.3872,-4.3134,18.71
68.36,-3.6083,-4.8941,18.0514
68.38,-3.9022,-5.5575,17.4955
68.4,-4.2717,-6.3151,17.0589
68.42,-4.7212,-7.1775,16.7633
68.44,-5.256,-8.1518,16.6369
68.46,-5.8811,-9.2394,16.7157
68.48,-6.6001,-10.4315,17.0432
68.5,-7.4128,-11.7031,17.6691
68.52,-8.3125,-13.0059,18.6455
68.54,-9.2823,-14.2613,20.0173
68.56,-10.2908,-15.3556,21.8075
68.58,-11.2886,-16.1436,23.9957
68.6,-12.207,-16.4652,26.4955
68.62,-12.9622,-16.181,29.1396
68.64,-13.4659,-15.2195,31.6877
68.66,-13.6427,-13.6202,33.8675
68.68,-13.4498,-11.5456,35.4419
68.7,-12.8906,-9.2469,36.2746
68.72,-12.0166,-6.9947,36.3606
68.74,-10.9149,-5.0072,35.8085
68.76,-9.6881,-3.4106,34.788
68.78,-8.4341,-2.2379,33.4746
68.8,-7.2322,-1.4549,32.0137
68.82,-6.1374,-0.9928,30.5075
68.84,-5.1813,-0.7744,29.0185
68.86,-4.3761,-0.7296,27.5801
68.88,-3.7205,-0.8027,26.2072
68.9,-3.2048,-0.9532,24.9047
68.92,-2.8149,-1.1545,23.6725
68.94,-2.5355,-1.3906,22.5089
68.96,-2.3523,-1.6545,21.412
68.98,-2.2526,-1.9448,20.3803
69,-2.2263,-2.265,19.4133
69.02,-2.2661,-2.6215,18.5117
69.04,-2.3674,-3.0235,17.6773
69.06,-2.5283,-3.4821,16.914
69.08,-2.7495,-4.0099,16.2277
69.1,-3.0339,-4.6214,15.6276
69.12,-3.3866,-5.3318,15.1268
69.14,-3.8146,-6.1573,14.7436
69.16,-4.3267,-7.1131,14.5035
69.18,-4.9325,-8.212,14.4407
69.2,-5.6416,-9.4605,14.6003
69.22,-6.4622,-10.8529,15.0392
69.24,-7.3982,-12.3636,15.8259
69.26,-8.4452,-13.9356,17.0351
69.28,-9.5856,-15.4682,18.7369
69.3,-10.7817,-16.8081,20.9741
69.32,-11.9702,-17.751,23.7285
69.34,-13.0588,-18.0672,26.8833
69.36,-13.9326,-17.5585,30.1967
69.38,-14.4705,-16.1384,33.3179
69.4,-14.5738,-13.899,35.8605
69.42,-14.1964,-11.1186,37.5185
69.44,-13.363,-8.1841,38.1654
69.46,-12.1641,-5.4664,37.8772
69.48,-10.7312,-3.218,36.8715
69.5,-9.2033,-1.5388,35.4115
69.52,-7.7001,-0.4046,33.7271
69.54,-6.3077,0.2789,31.9807
69.56,-5.077,0.627,30.2676
69.58,-4.0291,0.7468,28.6338
69.6,-3.1639,0.7239,27.0948
69.62,-2.468,0.6204,25.6506
69.64,-1.9211,0.4781,24.2949
69.66,-1.5007,0.323,23.0198
69.68,-1.1846,0.1695,21.8178
69.7,-0.9529,0.0245,20.6826
69.72,-0.7885,-0.1104,19.6092
69.74,-0.6775,-0.2365,18.5932
69.76,-0.6089,-0.3571,17.6312
69.78,-0.5744,-0.4763,16.7203
69.8,-0.568,-0.5989,15.8579
69.82,-0.5857,-0.73,15.0417
69.84,-0.6252,-0.8752,14.27
69.86,-0.6856,-1.0405,13.541
69.88,-0.7675,-1.2325,12.8538
69.9,-0.8724,-1.4588,12.2077
69.92,-1.0032,-1.7284,11.6027
69.94,-1.164,-2.0515,11.04
69.96,-1.3602,-2.4405,10.5217
69.98,-1.5987,-2.9102,10.0522
70,-1.888,-3.4782,9.6384
70.02,-2.2386,-4.1652,9.2912
70.04,-2.6632,-4.9954,9.027
70.06,-3.1769,-5.9961,8.8703
70.08,-3.7971,-7.1964,8.8571
70.1,-4.5434,-8.6247,9.0389
70.12,-5.4365,-10.3027,9.4886
70.14,-6.4959,-12.2354,10.305
70.16,-7.7354,-14.3931,11.6158
70.18,-9.156,-16.6858,13.5722
70.2,-10.7338,-18.9293,16.3256
70.22,-12.4045,-20.8167,19.9743
70.24,-14.0482,-21.9208,24.4744
70.26,-15.4835,-21.7717,29.5345
70.28,-16.4856,-20.033,34.5663
70.3,-16.84,-16.7244,38.7895
70.32,-16.4182,-12.3286,41.5141
70.34,-15.2359,-7.6423,42.4455
70.36,-13.4538,-3.4374,41.7809
70.38,-11.317,-0.1783,40.034
70.4,-9.0753,2.0368,37.76
70.42,-6.9256,3.3581,35.3735
70.44,-4.9907,4.0297,33.1065
70.46,-3.3267,4.2875,31.0513
70.48,-1.9415,4.3161,29.2197
70.5,-0.8131,4.244,27.5892
70.52,0.095,4.1543,26.1285
70.54,0.8247,4.0976,24.8097
70.56,1.4174,4.1028,23.6116
70.58,1.9107,4.1861,22.5202
70.6,2.3378,4.3563,21.5276
70.62,2.7268,4.6185,20.631
70.64,3.1017,4.9765,19.8319
70.66,3.4829,5.4341,19.1356
70.68,3.8876,5.9955,18.5517
70.7,4.3307,6.6649,18.0946
70.72,4.8252,7.4456,17.7836
70.74,5.3822,8.3385,17.6443
70.76,6.0102,9.3388,17.7084
70.78,6.7148,10.4324,18.0141
70.8,7.4965,11.5911,18.6035
70.82,8.349,12.7662,19.5188
70.84,9.2559,13.8834,20.7935
70.86,10.1877,14.8403,22.4397
70.88,11.0992,15.5109,24.4301
70.9,11.9297,15.7614,26.6815
70.92,12.6065,15.4793,29.0447
70.94,13.0548,14.6111,31.3135
70.96,13.2117,13.1941,33.2592
70.98,13.0419,11.3643,34.6828
71,12.5486,9.3296,35.466
71.02,11.7746,7.3159,35.5961
71.04,10.7931,5.5114,35.154
71.06,9.6918,4.0324,34.2756
71.08,8.5561,2.9193,33.1085
71.1,7.4578,2.154,31.7806
71.12,6.4484,1.6851,30.387
71.14,5.5599,1.4498,28.9899
71.16,4.8069,1.3885,27.626
71.18,4.1916,1.4518,26.3144
71.2,3.708,1.6028,25.0643
71.22,3.3456,1.8165,23.8793
71.24,3.0923,2.078,22.7605
71.26,2.9361,2.3803,21.7088
71.28,2.8668,2.7222,20.725
71.3,2.876,3.1074,19.8111
71.32,2.9579,3.5427,18.9707
71.34,3.1092,4.0375,18.2089
71.36,3.3293,4.6029,17.5336
71.38,3.6195,5.2515,16.9559
71.4,3.9836,5.9962,16.4912
71.42,4.4266,6.8494,16.1603
71.44,4.9549,7.8213,15.9907
71.46,5.5753,8.9173,16.0181
71.48,6.2933,10.1334,16.2871
71.5,7.1115,11.451,16.8506
71.52,8.0266,12.8285,17.7667
71.54,9.0258,14.193,19.0912
71.56,10.0815,15.4331,20.8625
71.58,11.1474,16.3978,23.0799
71.6,12.1553,16.9103,25.6762
71.62,13.0175,16.8008,28.495
71.64,13.6359,15.96,31.2898
71.66,13.9207,14.3935,33.7595
71.68,13.8126,12.2499,35.6208
71.7,13.3017,9.7945,36.6902
71.72,12.4334,7.3344,36.9325
71.74,11.2974,5.131,36.4512
71.76,10.0053,3.3441,35.4314
71.78,8.6672,2.0235,34.0737
71.8,7.3738,1.1368,32.5466
71.82,6.189,0.6079,30.9684
71.84,5.1496,0.3487,29.4109
71.86,4.2705,0.2789,27.911
71.88,3.5506,0.3343,26.484
71.9,2.9792,0.4681,25.1335
71.92,2.5404,0.6491,23.8578
71.94,2.2169,0.8585,22.6534
71.96,1.9918,1.087,21.5165
71.98,1.8504,1.3316,20.444
72,1.7807,1.5942,19.4337
72.02,1.7732,1.8801,18.4843
72.04,1.8217,2.1968,17.5955
72.06,1.9225,2.5539,16.7681
72.08,2.0743,2.9624,16.0043
72.1,2.2785,3.4352,15.3085
72.12,2.5385,3.9868,14.6873
72.14,2.86,4.6332,14.1507
72.16,3.2507,5.3919,13.7137
72.18,3.72,6.2813,13.3973
72.2,4.2791,7.3192,13.2307
72.22,4.9401,8.5206,13.2542
72.24,5.7151,9.8929,13.5208
72.26,6.614,11.4292,14.0987
72.28,7.6415,13.0972,15.07
72.3,8.7922,14.8254,16.5247
72.32,10.0437,16.487,18.5448
72.34,11.3487,17.8889,21.1745
72.36,12.6273,18.778,24.375
72.38,13.7657,18.881,27.9766
72.4,14.6251,17.9857,31.654
72.42,15.0676,16.0457,34.964
72.44,14.9934,13.2503,37.4625
72.46,14.3761,9.9975,38.855
72.48,13.2758,6.7628,39.095
72.5,11.8224,3.9395,38.3664
72.52,10.1775,1.7415,36.9743
72.54,8.4947,0.2028,35.2239
72.56,6.8935,-0.7622,33.3482
72.58,5.4509,-1.2891,31.4907
72.6,4.2044,-1.5143,29.7225
72.62,3.1622,-1.5512,28.0687
72.64,2.313,-1.4843,26.5302
72.66,1.6349,-1.3712,25.0977
72.68,1.1015,-1.2491,23.7596
72.7,0.686,-1.1398,22.505
72.72,0.3633,-1.0555,21.3251
72.74,0.1117,-1.0018,20.2129
72.76,-0.0877,-0.981,19.163
72.78,-0.2503,-0.9936,18.1711
72.8,-0.3888,-1.0397,17.2337
72.82,-0.5138,-1.1197,16.3482
72.84,-0.6339,-1.235,15.5123
72.86,-0.7566,-1.388,14.7244
72.88,-0.8886,-1.5828,13.9834
72.9,-1.0364,-1.8251,13.2891
72.92,-1.2063,-2.1226,12.642
72.94,-1.4053,-2.4849,12.0439
72.96,-1.6409,-2.9246,11.4985
72.98,-1.9219,-3.4565,11.0119
73,-2.2584,-4.0988,10.5935
73.02,-2.6623,-4.8726,10.258
73.04,-3.1474,-5.8017,10.0268
73.06,-3.7296,-6.912,9.9313
73.08,-4.4265,-8.2288,10.0163
73.1,-5.2568,-9.7723,10.3442
73.12,-6.2382,-11.5492,11.0001
73.14,-7.3845,-13.539,12.0934
73.16,-8.6986,-15.6724,13.7555
73.18,-10.164,-17.8044,16.1226
73.2,-11.7315,-19.6878,19.2967
73.22,-13.3058,-20.9666,23.2764
73.24,-14.737,-21.2237,27.8677
73.26,-15.8308,-20.1077,32.6222
73.28,-16.3849,-17.5199,36.8811
73.3,-16.2514,-13.7513,39.9729
73.32,-15.3964,-9.4341,41.4863
73.34,-13.9204,-5.2946,41.4323
73.36,-12.0228,-1.8715,40.1749
73.38,-9.9355,0.6142,38.2119
73.4,-7.8615,2.2108,35.9754
73.42,-5.9428,3.1074,33.7466
73.44,-4.2577,3.5228,31.6643
73.46,-2.8326,3.6457,29.7733
73.48,-1.6596,3.6166,28.0695
73.5,-0.7109,3.5309,26.5305
73.52,0.05,3.4491,25.1313
73.54,0.6615,3.4077,23.8506
73.56,1.1601,3.4277,22.6732
73.58,1.5787,3.5207,21.5887
73.6,1.9457,3.6935,20.5915
73.62,2.2853,3.951,19.6796
73.64,2.6183,4.2977,18.8545
73.66,2.9626,4.7389,18.1207
73.68,3.3338,5.2812,17.4866
73.7,3.7461,5.9323,16.9647
73.72,4.2124,6.7001,16.5728
73.74,4.745,7.5917,16.3351
73.76,5.3545,8.6108,16.2832
73.78,6.05,9.7541,16.4573
73.8,6.8373,11.0062,16.9057
73.82,7.7165,12.3325,17.6828
73.84,8.679,13.6714,18.8433
73.86,9.7037,14.926,20.4297
73.88,10.7518,15.9619,22.4541
73.9,11.7645,16.6147,24.873
73.92,12.6626,16.7157,27.5637
73.94,13.354,16.1365,30.3154
73.96,13.7476,14.8425,32.8508
73.98,13.7749,12.9306,34.8847
74,13.4096,10.6221,36.2018
74.02,12.6774,8.2056,36.7169
74.04,11.6517,5.9541,36.4854
74.06,10.4351,4.0588,35.6623
74.08,9.1362,2.6049,34.4395
74.1,7.8508,1.588,32.9929
74.12,6.6505,0.9479,31.455
74.14,5.5807,0.6028,29.9113
74.16,4.6634,0.4719,28.41
74.18,3.9033,0.4875,26.9735
74.2,3.2934,0.5984,25.61
74.22,2.8201,0.769,24.3201
74.24,2.4674,0.9772,23.1016
74.26,2.2188,1.2107,21.9514
74.28,2.0596,1.465,20.8668
74.3,1.9773,1.7407,19.8458
74.32,1.9622,2.0423,18.8874
74.34,2.0075,2.3771,17.9916
74.36,2.1091,2.7544,17.1598
74.38,2.2656,3.1855,16.3949
74.4,2.4778,3.6832,15.7018
74.42,2.7492,4.2621,15.0882
74.44,3.0852,4.9381,14.5656
74.46,3.4932,5.7283,14.1504
74.48,3.9825,6.6499,13.8656
74.5,4.5638,7.7187,13.743
74.52,5.2482,8.9464,13.825
74.54,6.0463,10.3351,14.1672
74.56,6.9655,11.8697,14.8386
74.58,8.0067,13.5069,15.9196
74.6,9.1593,15.1615,17.4929
74.62,10.394,16.6927,19.625
74.64,11.6554,17.8989,22.3332
74.66,12.8571,18.5321,25.5426
74.68,13.8825,18.348,29.046
74.7,14.5986,17.1894,32.498
74.72,14.8836,15.0775,35.4723
74.74,14.6621,12.2521,37.583
74.76,13.9329,9.1169,38.6158
74.78,12.773,6.1053,38.5887
74.8,11.3161,3.5446,37.71
74.82,9.7149,1.5915,36.2698
74.84,8.1079,0.2477,34.5397
74.86,6.5987,-0.5796,32.7182
74.88,5.2516,-1.0181,30.9247
74.9,4.0957,-1.1911,29.2172
74.92,3.1348,-1.1989,27.6154
74.94,2.3561,-1.1152,26.1193
74.96,1.7382,-0.9903,24.721
74.98,1.2563,-0.8557,23.4103
75,0.8854,-0.7298,22.178
75.02,0.603,-0.6223,21.0165
75.04,0.3892,-0.5371,19.9194
75.06,0.2275,-0.4749,18.8819
75.08,0.1042,-0.4347,17.8998
75.1,0.0087,-0.4148,16.9697
75.12,-0.0677,-0.4138,16.0886
75.14,-0.1317,-0.4302,15.2538
75.16,-0.1887,-0.4636,14.463
75.18,-0.243,-0.514,13.7139
75.2,-0.2982,-0.5823,13.0046
75.22,-0.3577,-0.6703,12.3332
75.24,-0.4243,-0.7807,11.6981
75.26,-0.5013,-0.9172,11.0982
75.28,-0.5919,-1.0848,10.5325
75.3,-0.6998,-1.2897,10.0004
75.32,-0.8294,-1.54,9.502
75.34,-0.9859,-1.8455,9.0384
75.36,-1.1755,-2.2184,8.6117
75.38,-1.4058,-2.6739,8.2258
75.4,-1.6861,-3.2301,7.8873
75.42,-2.0276,-3.9092,7.6066
75.44,-2.4437,-4.7371,7.3995
75.46,-2.9508,-5.744,7.2901
75.48,-3.5678,-6.9632,7.3142
75.5,-4.3166,-8.4287,7.5245
75.52,-5.2207,-10.1696,7.9967
75.54,-6.3036,-12.1997,8.836
75.56,-7.584,-14.4986,10.1829
75.58,-9.0683,-16.9823,12.2097
75.6,-10.7373,-19.4625,15.099
75.62,-12.5281,-21.6071,18.9868
75.64,-14.3146,-22.9321,23.858
75.66,-15.8965,-22.88,29.4131
75.68,-17.0178,-21.0287,34.9907
75.7,-17.4269,-17.3718,39.6775
75.72,-16.9699,-12.4687,42.6544
75.74,-15.6635,-7.265,43.5844
75.76,-13.6959,-2.6641,42.7299
75.78,-11.3514,0.82,40.7203
75.8,-8.9133,3.1154,38.2064
75.82,-6.5973,4.4287,35.6479
75.84,-4.5318,5.0551,33.2826
75.86,-2.7699,5.263,31.1893
75.88,-1.3126,5.253,29.3631
75.9,-0.1307,5.1596,27.7674
75.92,0.8191,5.0665,26.3615
75.94,1.5839,5.0226,25.1119
75.96,2.209,5.0549,23.9949
75.98,2.7349,5.1774,22.9956
76,3.1967,5.3967,22.1071
76.02,3.6239,5.7157,21.3281
76.04,4.0408,6.1354,20.6627
76.06,4.4678,6.6561,20.1194
76.08,4.9211,7.277,19.7113
76.1,5.414,7.9953,19.4559
76.12,5.9564,8.8045,19.3755
76.14,6.5548,9.6925,19.4963
76.16,7.2114,10.6373,19.8471
76.18,7.923,11.6047,20.4568
76.2,8.6792,12.5439,21.3491
76.22,9.4607,13.386,22.5349
76.24,10.2375,14.046,24.0021
76.26,10.9687,14.4298,25.7046
76.28,11.604,14.4496,27.5547
76.3,12.0886,14.0453,29.4233
76.32,12.3711,13.2062,31.153
76.34,12.4132,11.9854,32.5856
76.36,12.1991,10.496,33.5947
76.38,11.7404,8.8888,34.1129
76.4,11.0748,7.3182,34.1417
76.42,10.2588,5.9103,33.7403
76.44,9.3573,4.7443,33.0021
76.46,8.4333,3.8512,32.029
76.48,7.5402,3.2238,30.9124
76.5,6.7177,2.8312,29.7244
76.52,5.992,2.6332,28.5165
76.54,5.377,2.5893,27.3227
76.56,4.8772,2.665,26.1645
76.58,4.4907,2.8333,25.0552
76.6,4.212,3.0757,24.0033
76.62,4.0337,3.381,23.0149
76.64,3.9485,3.744,22.0957
76.66,3.9499,4.1643,21.2515
76.68,4.0329,4.6452,20.4895
76.7,4.194,5.1922,19.8187
76.72,4.4319,5.8124,19.251
76.74,4.7465,6.513,18.8014
76.76,5.1391,7.3,18.4892
76.78,5.6115,8.1763,18.3387
76.8,6.1654,9.1394,18.379
76.82,6.8007,10.1777,18.6442
76.84,7.5144,11.2665,19.1715
76.86,8.2975,12.363,19.997
76.88,9.1333,13.4025,21.1488
76.9,9.9939,14.2965,22.636
76.92,10.8385,14.9365,24.4343
76.94,11.6131,15.2074,26.4723
76.96,12.2538,15.0108,28.6234
76.98,12.6945,14.2952,30.7121
77,12.8781,13.0835,32.5403
77.02,12.77,11.4814,33.9288
77.04,12.3677,9.6601,34.7605
77.06,11.703,7.8148,35.0048
77.08,10.8359,6.1183,34.7139
77.1,9.8423,4.6883,33.9952
77.12,8.7991,3.578,32.9757
77.14,7.7739,2.7864,31.7728
77.16,6.8183,2.2778,30.4792
77.18,5.9662,2.0012,29.1602
77.2,5.2361,1.9042,27.8569
77.22,4.6339,1.9414,26.5935
77.24,4.1572,2.0772,25.3832
77.26,3.7989,2.2868,24.233
77.28,3.549,2.5544,23.1468
77.3,3.3977,2.872,22.1275
77.32,3.336,3.2378,21.178
77.34,3.3564,3.6543,20.3021
77.36,3.4538,4.1276,19.5051
77.38,3.6253,4.6659,18.7947
77.4,3.8702,5.2793,18.181
77.42,4.1897,5.9783,17.678
77.44,4.5868,6.7732,17.3043
77.46,5.0657,7.672,17.084
77.48,5.6308,8.6784,17.048
77.5,6.2857,9.7885,17.234
77.52,7.0317,10.9856,17.6865
77.54,7.8649,12.2344,18.4535
77.56,8.7739,13.4744,19.5809
77.58,9.735,14.6142,21.1007
77.6,10.7097,15.5307,23.0143
77.62,11.6416,16.0785,25.2717
77.64,12.4579,16.1139,27.7532
77.66,13.076,15.5338,30.2655
77.68,13.417,14.3189,32.5636
77.7,13.4228,12.5619,34.4009
77.72,13.0732,10.4583,35.5939
77.74,12.3927,8.2581,36.0695
77.76,11.4466,6.1982,35.8726
77.78,10.3258,4.4474,35.1337
77.8,9.1266,3.0862,34.0175
77.82,7.9353,2.1179,32.6786
77.84,6.8178,1.4956,31.2374
77.86,5.8171,1.1511,29.7754
77.88,4.9559,1.0143,28.3408
77.9,4.2405,1.025,26.959
77.92,3.6669,1.1367,25.6412
77.94,3.2243,1.3168,24.3912
77.96,2.8992,1.5443,23.2091
77.98,2.6778,1.8082,22.0943
78,2.5474,2.1042,21.0459
78.02,2.4974,2.4338,20.064
78.04,2.5197,2.8019,19.1495
78.06,2.6089,3.2168,18.3048
78.08,2.7624,3.6888,17.5344
78.1,2.9799,4.23,16.8448
78.12,3.2635,4.8539,16.2457
78.14,3.6178,5.5752,15.751
78.16,4.0488,6.4083,15.3798
78.18,4.5643,7.3668,15.1583
78.2,5.1727,8.4606,15.121
78.22,5.882,9.6923,15.3126
78.24,6.6982,11.0517,15.7882
78.26,7.6226,12.5072,16.6121
78.28,8.6477,13.9964,17.8518
78.3,9.7522,15.4152,19.5652
78.32,10.8955,16.6116,21.7787
78.34,12.0127,17.3928,24.4558
78.36,13.0137,17.5529,27.4652
78.38,13.7907,16.9287,30.5648
78.4,14.2351,15.4694,33.4247
78.42,14.2638,13.2879,35.7009
78.44,13.8445,10.6548,37.1367
78.46,13.0092,7.9221,37.6408
78.48,11.8468,5.415,37.297
78.5,10.4798,3.3489,36.3066
78.52,9.0347,1.8055,34.9045
78.54,7.6194,0.76,33.2948
78.56,6.3114,0.1279,31.6226
78.58,5.1564,-0.1939,29.9746
78.6,4.174,-0.3008,28.3943
78.62,3.3641,-0.2698,26.8981
78.64,2.7151,-0.1571,25.4881
78.66,2.2086,-0.0006,24.1604
78.68,1.8246,0.1763,22.9089
78.7,1.543,0.3611,21.7278
78.72,1.3463,0.5482,20.612
78.74,1.2193,0.7375,19.5575
78.76,1.1501,0.9319,18.5609
78.78,1.1295,1.1364,17.6198
78.8,1.1512,1.3578,16.7323
78.82,1.2112,1.6037,15.8973
78.84,1.308,1.8832,15.1143
78.86,1.4417,2.2062,14.384
78.88,1.6148,2.5842,13.7081
78.9,1.8312,3.0306,13.0902
78.92,2.0968,3.5606,12.5363
78.94,2.4196,4.1914,12.0554
78.96,2.8092,4.943,11.6616
78.98,3.2774,5.8371,11.375
79,3.838,6.8966,11.2249
79.02,4.5062,8.1433,11.2525
79.04,5.2982,9.5936,11.5143
79.06,6.229,11.2515,12.0861
79.08,7.3097,13.0961,13.064
79.1,8.5418,15.0646,14.5614
79.12,9.9096,17.0295,16.6946
79.14,11.3693,18.778,19.5499
79.16,12.8379,20.0069,23.1278
79.18,14.1864,20.3594,27.2713
79.2,15.2467,19.524,31.6133
79.22,15.8407,17.3832,35.6024
79.24,15.8297,14.1348,38.649
79.26,15.1657,10.2786,40.3445
79.28,13.9155,6.4393,40.6181
79.3,12.2397,3.1314,39.7193
79.32,10.3406,0.6187,38.0587
79.34,8.4077,-1.0802,36.0323
79.36,6.5836,-2.0979,33.9248
79.38,4.955,-2.6192,31.8964
79.4,3.5597,-2.8181,30.0145
79.42,2.4003,-2.8322,28.2924
79.44,1.4579,-2.7594,26.7189
79.46,0.7024,-2.664,25.275
79.48,0.0999,-2.5864,23.9424
79.5,-0.3829,-2.5502,22.7065
79.52,-0.7766,-2.5687,21.5565
79.54,-1.108,-2.6494,20.4851
79.56,-1.4002,-2.7971,19.4878
79.58,-1.6728,-3.0157,18.5627
79.6,-1.9426,-3.3097,17.71
79.62,-2.2243,-3.6851,16.932
79.64,-2.5312,-4.15,16.2339
79.66,-2.8759,-4.7141,15.624
79.68,-3.2705,-5.3893,15.1146
79.7,-3.7275,-6.1887,14.7238
79.72,-4.2592,-7.1254,14.4765
79.74,-4.8781,-8.2107,14.4066
79.76,-5.5959,-9.4497,14.5588
79.78,-6.4223,-10.8366,14.9898
79.8,-7.3623,-12.3455,15.7681
79.82,-8.4126,-13.9197,16.969
79.84,-9.5566,-15.4589,18.6632
79.86,-10.7573,-16.8101,20.8949
79.88,-11.9519,-17.7685,23.6484
79.9,-13.0487,-18.1028,26.8088
79.92,-13.9325,-17.6117,30.1362
79.94,-14.4813,-16.2042,33.2789
79.96,-14.5951,-13.9689,35.8477
79.98,-14.2261,-11.1825,37.5317
80,-13.3976,-8.2336,38.1995
80.02,-12.1997,-5.4974,37.9242
80.04,-10.7642,-3.2305,36.9239
80.06,-9.2311,-1.5358,35.4635
80.08,-7.7212,-0.3899,33.7753
80.1,-6.3215,0.3013,32.0238
80.12,-5.0837,0.6543,30.3057
80.14,-4.0294,0.7768,28.6673
80.16,-3.1585,0.7555,27.1245
80.18,-2.4577,0.6532,25.6771
80.2,-1.9067,0.5121,24.3187
80.22,-1.4826,0.3585,23.0413
80.24,-1.1631,0.2071,21.8374
80.26,-0.9282,0.0648,20.7005
80.28,-0.7607,-0.0665,19.6254
80.3,-0.6463,-0.1881,18.6078
80.32,-0.5741,-0.303,17.6443
80.34,-0.5355,-0.4152,16.7318
80.36,-0.5243,-0.5293,15.8677
80.38,-0.5364,-0.6502,15.0496
80.4,-0.5692,-0.783,14.2757
80.42,-0.6218,-0.9333,13.5442
80.44,-0.6941,-1.1073,12.8538
80.46,-0.7877,-1.312,12.2037
80.48,-0.9049,-1.5554,11.5935
80.5,-1.0493,-1.8471,11.0237
80.52,-1.2258,-2.1982,10.4959
80.54,-1.4406,-2.6223,10.0132
80.56,-1.7014,-3.1356,9.5811
80.58,-2.0178,-3.7573,9.2082
80.6,-2.4014,-4.5102,8.9076
80.62,-2.8663,-5.4202,8.6993
80.64,-3.4289,-6.5162,8.6129
80.66,-4.1079,-7.8284,8.6914
80.68,-4.9242,-9.3838,8.9963
80.7,-5.8986,-11.1988,9.6132
80.72,-7.0493,-13.2655,10.6563
80.74,-8.386,-15.53,12.2689
80.76,-9.8998,-17.8609,14.6104
80.78,-11.5498,-20.0149,17.8206
80.8,-13.246,-21.6167,21.9468
80.82,-14.8365,-22.1919,26.8385
80.84,-16.1105,-21.2947,32.0532
80.86,-16.8346,-18.7278,36.8684
80.88,-16.8215,-14.7401,40.4852
80.9,-16.0066,-10.0191,42.3626
80.92,-14.4824,-5.4161,42.4532
80.94,-12.4657,-1.5901,41.1555
80.96,-10.2187,1.1777,39.0511
80.98,-7.9744,2.9361,36.6508
81,-5.8959,3.9061,34.2823
81.02,-4.072,4.3428,32.1018
